ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,own_telephone,foreign_worker,class
386,"A14",18.000000,"A34","A43",2238.000000,"A61","A73",2,"A92","A101",1,"A123",25.000000,"A143","A152",2,"A173","A191","A201",1
387,"A14",18.000000,"A32","A43",1126.000000,"A65","A72",4,"A92","A101",2,"A121",21.000000,"A143","A151",1,"A173","A192","A201",1
388,"A12",18.000000,"A34","A42",7374.000000,"A61","A71",4,"A93","A101",4,"A122",40.000000,"A142","A152",2,"A174","A192","A201",1
389,"A12",15.000000,"A34","A49",2326.000000,"A63","A73",2,"A93","A101",4,"A123",27.000000,"A141","A152",1,"A173","A191","A201",1
390,"A14",9.000000,"A32","A49",1449.000000,"A61","A74",3,"A92","A101",2,"A123",27.000000,"A143","A152",2,"A173","A191","A201",1
391,"A14",18.000000,"A32","A40",1820.000000,"A61","A73",2,"A94","A101",2,"A122",30.000000,"A143","A152",1,"A174","A192","A201",1
392,"A12",12.000000,"A32","A42",983.000000,"A64","A72",1,"A92","A101",4,"A121",19.000000,"A143","A151",1,"A172","A191","A201",1
393,"A11",36.000000,"A32","A40",3249.000000,"A61","A74",2,"A93","A101",4,"A124",39.000000,"A141","A153",1,"A174","A192","A201",1
394,"A11",6.000000,"A34","A43",1957.000000,"A61","A74",1,"A92","A101",4,"A123",31.000000,"A143","A152",1,"A173","A191","A201",1
395,"A14",9.000000,"A34","A42",2406.000000,"A61","A71",2,"A93","A101",3,"A123",31.000000,"A143","A152",1,"A174","A191","A201",1
396,"A12",39.000000,"A33","A46",7883.750000,"A62","A74",2,"A93","A101",3,"A124",32.000000,"A143","A151",1,"A173","A192","A201",1
397,"A11",12.000000,"A32","A42",2578.000000,"A61","A71",3,"A92","A101",4,"A124",55.000000,"A143","A153",1,"A174","A191","A201",1
398,"A11",36.000000,"A34","A42",2348.000000,"A61","A73",3,"A94","A101",2,"A122",46.000000,"A143","A152",2,"A173","A192","A201",1
399,"A12",12.000000,"A32","A40",1223.000000,"A61","A75",1,"A91","A101",1,"A121",46.000000,"A143","A151",2,"A173","A191","A201",2
400,"A14",24.000000,"A34","A43",1516.000000,"A64","A73",4,"A92","A101",1,"A121",43.000000,"A143","A152",2,"A172","A191","A201",1
401,"A14",18.000000,"A32","A43",1473.000000,"A61","A72",3,"A94","A101",4,"A121",39.000000,"A143","A152",1,"A173","A192","A201",1
402,"A12",18.000000,"A34","A49",1887.000000,"A65","A73",4,"A94","A101",4,"A121",28.000000,"A141","A152",2,"A173","A191","A201",1
403,"A14",24.000000,"A33","A49",7883.750000,"A61","A72",2,"A93","A101",2,"A123",27.000000,"A141","A152",2,"A173","A192","A201",2
404,"A14",14.000000,"A33","A40",802.000000,"A61","A73",4,"A93","A101",2,"A123",27.000000,"A143","A152",2,"A172","A191","A201",1
405,"A12",18.000000,"A33","A40",2899.000000,"A65","A75",4,"A93","A101",4,"A123",43.000000,"A143","A152",1,"A173","A191","A201",1
406,"A12",24.000000,"A32","A43",2039.000000,"A61","A72",1,"A94","A101",1,"A122",22.000000,"A143","A152",1,"A173","A192","A201",2
407,"A14",24.000000,"A34","A41",2197.000000,"A65","A74",4,"A93","A101",4,"A123",43.000000,"A143","A152",2,"A173","A192","A201",1
408,"A11",15.000000,"A32","A43",1053.000000,"A61","A72",4,"A94","A101",2,"A121",27.000000,"A143","A152",1,"A173","A191","A202",1
409,"A14",24.000000,"A32","A43",3235.000000,"A63","A75",3,"A91","A101",2,"A123",26.000000,"A143","A152",1,"A174","A192","A201",1
410,"A13",12.000000,"A34","A40",939.000000,"A63","A74",4,"A94","A101",2,"A121",28.000000,"A143","A152",3,"A173","A192","A201",2
411,"A12",24.000000,"A32","A43",1967.000000,"A61","A75",4,"A92","A101",4,"A123",20.000000,"A143","A152",1,"A173","A192","A201",1
412,"A14",33.000000,"A34","A41",7253.000000,"A61","A74",3,"A93","A101",2,"A123",35.000000,"A143","A152",2,"A174","A192","A201",1
413,"A14",12.000000,"A34","A49",2292.000000,"A61","A71",4,"A93","A101",2,"A123",42.000000,"A142","A152",2,"A174","A192","A201",2
414,"A14",10.000000,"A32","A40",1597.000000,"A63","A73",3,"A93","A101",2,"A124",40.000000,"A143","A151",1,"A172","A191","A202",1
415,"A11",24.000000,"A32","A40",1381.000000,"A65","A73",4,"A92","A101",2,"A122",35.000000,"A143","A152",1,"A173","A191","A201",2
416,"A14",36.000000,"A34","A41",5842.000000,"A61","A75",2,"A93","A101",2,"A122",35.000000,"A143","A152",2,"A173","A192","A201",1
417,"A11",12.000000,"A32","A40",2579.000000,"A61","A72",4,"A93","A101",1,"A121",33.000000,"A143","A152",1,"A172","A191","A201",2
418,"A11",18.000000,"A33","A46",7883.750000,"A65","A73",1,"A92","A101",2,"A123",23.000000,"A143","A151",2,"A173","A192","A201",1
419,"A14",21.000000,"A32","A40",2782.000000,"A63","A74",1,"A92","A101",2,"A123",31.000000,"A141","A152",1,"A174","A191","A201",1
420,"A12",18.000000,"A32","A40",1042.000000,"A65","A73",4,"A92","A101",2,"A122",33.000000,"A143","A152",1,"A173","A191","A201",2
421,"A14",15.000000,"A32","A40",3186.000000,"A64","A74",2,"A92","A101",3,"A123",20.000000,"A143","A151",1,"A173","A191","A201",1
422,"A12",12.000000,"A32","A41",2028.000000,"A65","A73",4,"A93","A101",2,"A123",30.000000,"A143","A152",1,"A173","A191","A201",1
423,"A12",12.000000,"A34","A40",958.000000,"A61","A74",2,"A93","A101",3,"A121",47.000000,"A143","A152",2,"A172","A191","A201",1
424,"A14",21.000000,"A33","A42",1591.000000,"A62","A74",4,"A93","A101",3,"A121",34.000000,"A143","A152",2,"A174","A191","A201",1
425,"A12",12.000000,"A32","A42",2762.000000,"A65","A75",1,"A92","A101",2,"A122",25.000000,"A141","A152",1,"A173","A192","A201",2
426,"A12",18.000000,"A32","A41",2779.000000,"A61","A73",1,"A94","A101",3,"A123",21.000000,"A143","A151",1,"A173","A192","A201",1
427,"A14",28.000000,"A34","A43",2743.000000,"A61","A75",4,"A93","A101",2,"A123",29.000000,"A143","A152",2,"A173","A191","A201",1
428,"A14",18.000000,"A34","A43",1149.000000,"A64","A73",4,"A93","A101",3,"A121",46.000000,"A143","A152",2,"A173","A191","A201",1
429,"A14",9.000000,"A32","A42",1313.000000,"A61","A75",1,"A93","A101",4,"A123",20.000000,"A143","A152",1,"A173","A191","A201",1
430,"A11",18.000000,"A34","A45",1190.000000,"A61","A71",2,"A92","A101",4,"A124",55.000000,"A143","A153",3,"A171","A191","A201",2
431,"A14",5.000000,"A32","A49",3448.000000,"A61","A74",1,"A93","A101",4,"A121",64.500000,"A143","A152",1,"A172","A191","A201",1
432,"A12",24.000000,"A32","A410",7883.750000,"A61","A73",2,"A93","A102",3,"A123",29.000000,"A141","A152",2,"A174","A192","A201",2
433,"A11",6.000000,"A34","A42",1872.000000,"A61","A71",4,"A93","A101",4,"A124",36.000000,"A143","A153",3,"A174","A192","A201",1
434,"A14",24.000000,"A34","A45",2058.000000,"A61","A73",4,"A91","A101",2,"A121",33.000000,"A143","A152",2,"A173","A192","A201",1
435,"A11",9.000000,"A32","A42",2136.000000,"A61","A73",3,"A93","A101",2,"A121",25.000000,"A143","A152",1,"A173","A191","A201",1
436,"A12",12.000000,"A32","A43",1484.000000,"A65","A73",2,"A94","A101",1,"A121",25.000000,"A143","A152",1,"A173","A192","A201",2
437,"A14",6.000000,"A32","A45",660.000000,"A63","A74",2,"A94","A101",4,"A121",23.000000,"A143","A151",1,"A172","A191","A201",1
438,"A14",24.000000,"A34","A40",1287.000000,"A64","A75",4,"A92","A101",4,"A121",37.000000,"A143","A152",2,"A173","A192","A201",1
439,"A11",42.000000,"A34","A45",3394.000000,"A61","A71",4,"A93","A102",4,"A123",64.500000,"A143","A152",2,"A171","A191","A201",1
440,"A13",12.000000,"A31","A49",609.000000,"A61","A72",4,"A92","A101",1,"A121",26.000000,"A143","A152",1,"A171","A191","A201",2
441,"A14",12.000000,"A32","A40",1884.000000,"A61","A75",4,"A93","A101",4,"A123",39.000000,"A143","A152",1,"A174","A192","A201",1
442,"A11",12.000000,"A32","A42",1620.000000,"A61","A73",2,"A92","A102",3,"A122",30.000000,"A143","A152",1,"A173","A191","A201",1
443,"A12",20.000000,"A33","A410",2629.000000,"A61","A73",2,"A93","A101",3,"A123",29.000000,"A141","A152",2,"A173","A192","A201",1
444,"A14",12.000000,"A32","A46",719.000000,"A61","A75",4,"A93","A101",4,"A123",41.000000,"A141","A152",1,"A172","A191","A201",2
445,"A12",42.000000,"A34","A42",5096.000000,"A61","A73",2,"A92","A101",3,"A123",30.000000,"A143","A152",1,"A174","A192","A201",2
446,"A14",9.000000,"A34","A46",1244.000000,"A65","A75",4,"A92","A101",4,"A122",41.000000,"A143","A151",2,"A172","A191","A201",1
447,"A11",36.000000,"A32","A40",1842.000000,"A61","A72",4,"A92","A101",4,"A123",34.000000,"A143","A152",1,"A173","A192","A201",2
448,"A12",7.000000,"A32","A43",2576.000000,"A61","A73",2,"A93","A103",2,"A121",35.000000,"A143","A152",1,"A173","A191","A201",1
449,"A13",12.000000,"A32","A42",1424.000000,"A65","A75",3,"A92","A101",4,"A121",55.000000,"A143","A152",1,"A174","A192","A201",1
450,"A12",15.000000,"A33","A45",1512.000000,"A64","A73",3,"A94","A101",3,"A122",61.000000,"A142","A152",2,"A173","A191","A201",2
451,"A14",36.000000,"A34","A41",7883.750000,"A65","A73",4,"A93","A101",2,"A123",30.000000,"A143","A152",1,"A174","A192","A201",1
452,"A14",6.000000,"A32","A43",518.000000,"A61","A73",3,"A92","A101",1,"A121",29.000000,"A143","A152",1,"A173","A191","A201",1
453,"A14",12.000000,"A30","A42",2759.000000,"A61","A75",2,"A93","A101",4,"A122",34.000000,"A143","A152",2,"A173","A191","A201",1
454,"A14",24.000000,"A32","A41",2670.000000,"A61","A75",4,"A93","A101",4,"A123",35.000000,"A143","A152",1,"A174","A192","A201",1
455,"A11",24.000000,"A32","A40",4817.000000,"A61","A74",2,"A93","A102",3,"A122",31.000000,"A143","A152",1,"A173","A192","A201",2
456,"A14",24.000000,"A32","A41",2679.000000,"A61","A72",4,"A92","A101",1,"A124",29.000000,"A143","A152",1,"A174","A192","A201",1
457,"A11",11.000000,"A34","A40",3905.000000,"A61","A73",2,"A93","A101",2,"A121",36.000000,"A143","A151",2,"A173","A191","A201",1
458,"A11",12.000000,"A32","A41",3386.000000,"A61","A75",3,"A93","A101",4,"A124",35.000000,"A143","A153",1,"A173","A192","A201",2
459,"A11",6.000000,"A32","A44",343.000000,"A61","A72",4,"A92","A101",1,"A121",27.000000,"A143","A152",1,"A173","A191","A201",1
460,"A14",18.000000,"A32","A43",4594.000000,"A61","A72",3,"A93","A101",2,"A123",32.000000,"A143","A152",1,"A173","A192","A201",1
461,"A11",36.000000,"A32","A42",3620.000000,"A61","A73",1,"A93","A103",2,"A122",37.000000,"A143","A152",1,"A173","A191","A201",1
462,"A11",15.000000,"A32","A40",1721.000000,"A61","A72",2,"A93","A101",3,"A121",36.000000,"A143","A152",1,"A173","A191","A201",1
463,"A12",12.000000,"A32","A42",3017.000000,"A61","A72",3,"A92","A101",1,"A121",34.000000,"A143","A151",1,"A174","A191","A201",1
464,"A12",12.000000,"A32","A48",754.000000,"A65","A75",4,"A93","A101",4,"A122",38.000000,"A143","A152",2,"A173","A191","A201",1
465,"A14",18.000000,"A32","A49",1950.000000,"A61","A74",4,"A93","A101",1,"A123",34.000000,"A142","A152",2,"A173","A192","A201",1
466,"A11",24.000000,"A32","A41",2924.000000,"A61","A73",3,"A93","A103",4,"A124",63.000000,"A141","A152",1,"A173","A192","A201",1
467,"A11",24.000000,"A33","A43",1659.000000,"A61","A72",4,"A92","A101",2,"A123",29.000000,"A143","A151",1,"A172","A192","A201",2
468,"A14",42.000000,"A33","A43",7238.000000,"A65","A75",3,"A93","A101",3,"A123",32.000000,"A141","A152",2,"A173","A191","A201",1
469,"A14",33.000000,"A33","A49",2764.000000,"A61","A73",2,"A92","A101",2,"A123",26.000000,"A143","A152",2,"A173","A192","A201",1
470,"A14",24.000000,"A33","A41",4679.000000,"A61","A74",3,"A93","A101",3,"A123",35.000000,"A143","A152",2,"A172","A192","A201",1
471,"A12",24.000000,"A32","A43",3092.000000,"A62","A72",3,"A94","A101",2,"A123",22.000000,"A143","A151",1,"A173","A192","A201",2
472,"A11",6.000000,"A32","A46",448.000000,"A61","A72",4,"A92","A101",4,"A122",23.000000,"A143","A152",1,"A173","A191","A201",2
473,"A11",9.000000,"A32","A40",654.000000,"A61","A73",4,"A93","A101",3,"A123",28.000000,"A143","A152",1,"A172","A191","A201",2
474,"A14",6.000000,"A32","A48",1238.000000,"A65","A71",4,"A93","A101",4,"A122",36.000000,"A143","A152",1,"A174","A192","A201",1
475,"A12",18.000000,"A34","A43",1245.000000,"A61","A73",4,"A94","A101",2,"A123",33.000000,"A143","A152",1,"A173","A191","A201",2
476,"A11",18.000000,"A30","A42",3114.000000,"A61","A72",1,"A92","A101",4,"A122",26.000000,"A143","A151",1,"A173","A191","A201",2
477,"A14",39.000000,"A32","A41",2569.000000,"A63","A73",4,"A93","A101",4,"A123",24.000000,"A143","A152",1,"A173","A191","A201",1
478,"A13",24.000000,"A32","A43",5152.000000,"A61","A74",4,"A93","A101",2,"A123",25.000000,"A141","A152",1,"A173","A191","A201",1
479,"A12",12.000000,"A32","A49",1037.000000,"A62","A74",3,"A93","A101",4,"A121",39.000000,"A143","A152",1,"A172","A191","A201",1
480,"A11",15.000000,"A34","A42",1478.000000,"A61","A75",4,"A93","A101",4,"A123",44.000000,"A143","A152",2,"A173","A192","A201",1
481,"A12",12.000000,"A34","A43",3573.000000,"A61","A73",1,"A92","A101",1,"A121",23.000000,"A143","A152",1,"A172","A191","A201",1
482,"A12",24.000000,"A32","A40",1201.000000,"A61","A72",4,"A93","A101",1,"A122",26.000000,"A143","A152",1,"A173","A191","A201",1
483,"A11",30.000000,"A32","A42",3622.000000,"A64","A75",4,"A92","A101",4,"A122",57.000000,"A143","A151",2,"A173","A192","A201",1
484,"A14",15.000000,"A33","A42",960.000000,"A64","A74",3,"A92","A101",2,"A122",30.000000,"A143","A152",2,"A173","A191","A201",1
485,"A14",12.000000,"A34","A40",1163.000000,"A63","A73",4,"A93","A101",4,"A121",44.000000,"A143","A152",1,"A173","A192","A201",1
486,"A12",6.000000,"A33","A40",1209.000000,"A61","A71",4,"A93","A101",4,"A122",47.000000,"A143","A152",1,"A174","A192","A201",2
487,"A14",12.000000,"A32","A43",3077.000000,"A61","A73",2,"A93","A101",4,"A123",52.000000,"A143","A152",1,"A173","A192","A201",1
488,"A14",24.000000,"A32","A40",3757.000000,"A61","A75",4,"A92","A102",4,"A124",62.000000,"A143","A153",1,"A173","A192","A201",1
489,"A14",10.000000,"A32","A40",1418.000000,"A62","A73",3,"A93","A101",2,"A121",35.000000,"A143","A151",1,"A172","A191","A202",1
490,"A14",6.000000,"A32","A40",3518.000000,"A61","A73",2,"A93","A103",3,"A122",26.000000,"A143","A151",1,"A173","A191","A201",1
491,"A14",12.000000,"A34","A43",1934.000000,"A61","A75",2,"A93","A101",2,"A124",26.000000,"A143","A152",2,"A173","A191","A201",1
492,"A12",27.000000,"A30","A49",7883.750000,"A61","A75",2,"A92","A101",4,"A124",42.000000,"A143","A153",2,"A174","A192","A201",2
493,"A14",6.000000,"A34","A43",1237.000000,"A62","A73",1,"A92","A101",1,"A122",27.000000,"A143","A152",2,"A173","A191","A201",1
494,"A12",6.000000,"A32","A43",368.000000,"A65","A75",4,"A93","A101",4,"A122",38.000000,"A143","A152",1,"A173","A191","A201",1
495,"A11",12.000000,"A34","A40",2122.000000,"A61","A73",3,"A93","A101",2,"A121",39.000000,"A143","A151",2,"A172","A191","A202",1
496,"A11",24.000000,"A32","A42",2996.000000,"A65","A73",2,"A94","A101",4,"A123",20.000000,"A143","A152",1,"A173","A191","A201",2
497,"A12",36.000000,"A32","A42",7883.750000,"A62","A72",4,"A93","A102",1,"A124",29.000000,"A143","A151",1,"A174","A192","A201",2
498,"A14",24.000000,"A34","A42",1585.000000,"A61","A74",4,"A93","A101",3,"A122",40.000000,"A143","A152",2,"A173","A191","A201",1
499,"A12",18.000000,"A32","A43",1301.000000,"A61","A75",4,"A94","A103",2,"A121",32.000000,"A143","A152",1,"A172","A191","A201",1
500,"A13",6.000000,"A34","A40",1323.000000,"A62","A75",2,"A91","A101",4,"A123",28.000000,"A143","A152",2,"A173","A192","A201",1
501,"A11",24.000000,"A32","A40",3123.000000,"A61","A72",4,"A92","A101",1,"A122",27.000000,"A143","A152",1,"A173","A191","A201",2
502,"A11",36.000000,"A32","A41",5493.000000,"A61","A75",2,"A93","A101",4,"A124",42.000000,"A143","A153",1,"A173","A191","A201",1
503,"A13",9.000000,"A32","A43",1126.000000,"A62","A75",2,"A91","A101",4,"A121",49.000000,"A143","A152",1,"A173","A191","A201",1
504,"A12",24.000000,"A34","A43",1216.000000,"A62","A72",4,"A93","A101",4,"A124",38.000000,"A141","A152",2,"A173","A191","A201",2
505,"A11",24.000000,"A32","A40",1207.000000,"A61","A72",4,"A92","A101",4,"A122",24.000000,"A143","A151",1,"A173","A191","A201",2
506,"A14",10.000000,"A32","A40",1309.000000,"A65","A73",4,"A93","A103",4,"A122",27.000000,"A143","A152",1,"A172","A191","A201",2
507,"A13",15.000000,"A34","A41",2360.000000,"A63","A73",2,"A93","A101",2,"A123",36.000000,"A143","A152",1,"A173","A192","A201",1
508,"A12",15.000000,"A31","A40",6850.000000,"A62","A71",1,"A93","A101",2,"A122",34.000000,"A143","A152",1,"A174","A192","A201",2
509,"A14",24.000000,"A32","A43",1413.000000,"A61","A73",4,"A94","A101",2,"A122",28.000000,"A143","A152",1,"A173","A191","A201",1
510,"A14",39.000000,"A32","A41",7883.750000,"A62","A75",4,"A93","A101",2,"A123",45.000000,"A143","A152",1,"A174","A192","A201",1
511,"A11",12.000000,"A32","A40",759.000000,"A61","A74",4,"A93","A101",2,"A121",26.000000,"A143","A152",1,"A173","A191","A201",2
512,"A14",36.000000,"A32","A41",4686.000000,"A61","A73",2,"A93","A101",2,"A124",32.000000,"A143","A153",1,"A174","A192","A201",1
513,"A13",15.000000,"A32","A49",2687.000000,"A61","A74",2,"A93","A101",4,"A122",26.000000,"A143","A151",1,"A173","A192","A201",1
514,"A12",12.000000,"A33","A43",585.000000,"A61","A73",4,"A94","A102",4,"A121",20.000000,"A143","A151",2,"A173","A191","A201",1
515,"A14",24.000000,"A32","A40",2255.000000,"A65","A72",4,"A93","A101",1,"A122",54.000000,"A143","A152",1,"A173","A191","A201",1
516,"A11",6.000000,"A34","A40",609.000000,"A61","A74",4,"A92","A101",3,"A122",37.000000,"A143","A152",2,"A173","A191","A202",1
517,"A11",6.000000,"A34","A40",1361.000000,"A61","A72",2,"A93","A101",4,"A121",40.000000,"A143","A152",1,"A172","A191","A202",1
518,"A14",36.000000,"A34","A42",7127.000000,"A61","A72",2,"A92","A101",4,"A122",23.000000,"A143","A151",2,"A173","A192","A201",2
519,"A11",6.000000,"A32","A40",1203.000000,"A62","A75",3,"A93","A101",2,"A122",43.000000,"A143","A152",1,"A173","A192","A201",1
520,"A14",6.000000,"A34","A43",700.000000,"A65","A75",4,"A93","A101",4,"A124",36.000000,"A143","A153",2,"A173","A191","A201",1
521,"A14",24.000000,"A34","A45",5507.000000,"A61","A75",3,"A93","A101",4,"A124",44.000000,"A143","A153",2,"A173","A191","A201",1
522,"A11",18.000000,"A32","A43",3190.000000,"A61","A73",2,"A92","A101",2,"A121",24.000000,"A143","A152",1,"A173","A191","A201",2
523,"A11",42.000000,"A30","A42",7119.000000,"A61","A73",3,"A93","A101",4,"A124",53.000000,"A143","A153",2,"A173","A191","A201",2
524,"A14",24.000000,"A32","A41",3488.000000,"A62","A74",3,"A92","A101",4,"A123",23.000000,"A143","A152",1,"A173","A191","A201",1
525,"A12",18.000000,"A32","A43",1113.000000,"A61","A73",4,"A92","A103",4,"A121",26.000000,"A143","A152",1,"A172","A191","A201",1
526,"A12",26.000000,"A32","A41",7883.750000,"A61","A72",2,"A93","A101",3,"A123",30.000000,"A143","A152",2,"A173","A191","A201",1
527,"A14",15.000000,"A34","A46",1532.000000,"A62","A73",4,"A92","A101",3,"A123",31.000000,"A143","A152",1,"A173","A191","A201",1
528,"A14",4.000000,"A34","A43",1503.000000,"A61","A74",2,"A93","A101",1,"A121",42.000000,"A143","A152",2,"A172","A191","A201",1
529,"A11",36.000000,"A32","A43",2302.000000,"A61","A73",4,"A91","A101",4,"A123",31.000000,"A143","A151",1,"A173","A191","A201",2
530,"A11",6.000000,"A32","A40",662.000000,"A61","A72",3,"A93","A101",4,"A121",41.000000,"A143","A152",1,"A172","A192","A201",1
531,"A12",36.000000,"A32","A46",2273.000000,"A61","A74",3,"A93","A101",1,"A123",32.000000,"A143","A152",2,"A173","A191","A201",1
532,"A12",15.000000,"A32","A40",2631.000000,"A62","A73",2,"A92","A101",4,"A123",28.000000,"A143","A151",2,"A173","A192","A201",2
533,"A14",12.000000,"A33","A41",1503.000000,"A61","A73",4,"A94","A101",4,"A121",41.000000,"A143","A151",1,"A173","A191","A201",1
534,"A14",24.000000,"A32","A43",1311.000000,"A62","A74",4,"A94","A101",3,"A122",26.000000,"A143","A152",1,"A173","A192","A201",1
535,"A14",24.000000,"A32","A43",3105.000000,"A65","A72",4,"A93","A101",2,"A123",25.000000,"A143","A152",2,"A173","A191","A201",1
536,"A13",21.000000,"A34","A46",2319.000000,"A61","A72",2,"A91","A101",1,"A123",33.000000,"A143","A151",1,"A173","A191","A201",2
537,"A11",6.000000,"A32","A40",1374.000000,"A65","A71",4,"A92","A101",3,"A122",64.500000,"A143","A152",1,"A174","A192","A201",1
538,"A12",18.000000,"A34","A42",3612.000000,"A61","A75",3,"A92","A101",4,"A122",37.000000,"A143","A152",1,"A173","A192","A201",1
539,"A11",42.000000,"A32","A40",7763.000000,"A61","A75",4,"A93","A101",4,"A124",42.000000,"A141","A153",1,"A174","A191","A201",2
540,"A13",18.000000,"A32","A42",3049.000000,"A61","A72",1,"A92","A101",1,"A122",45.000000,"A142","A152",1,"A172","A191","A201",1
541,"A12",12.000000,"A32","A43",1534.000000,"A61","A72",1,"A94","A101",1,"A121",23.000000,"A143","A151",1,"A173","A191","A201",2
542,"A14",24.000000,"A33","A40",2032.000000,"A61","A75",4,"A93","A101",4,"A124",60.000000,"A143","A153",2,"A173","A192","A201",1
543,"A11",30.000000,"A32","A42",6350.000000,"A65","A75",4,"A93","A101",4,"A122",31.000000,"A143","A152",1,"A173","A191","A201",2
544,"A13",18.000000,"A32","A42",2864.000000,"A61","A73",2,"A93","A101",1,"A121",34.000000,"A143","A152",1,"A172","A191","A201",2
545,"A14",12.000000,"A34","A40",1255.000000,"A61","A75",4,"A93","A101",4,"A121",61.000000,"A143","A152",2,"A172","A191","A201",1
546,"A11",24.000000,"A33","A40",1333.000000,"A61","A71",4,"A93","A101",2,"A121",43.000000,"A143","A153",2,"A173","A191","A201",2
547,"A14",24.000000,"A34","A40",2022.000000,"A61","A73",4,"A92","A101",4,"A123",37.000000,"A143","A152",1,"A173","A192","A201",1
548,"A14",24.000000,"A32","A43",1552.000000,"A61","A74",3,"A93","A101",1,"A123",32.000000,"A141","A152",1,"A173","A191","A201",1
549,"A11",12.000000,"A31","A43",626.000000,"A61","A73",4,"A92","A101",4,"A121",24.000000,"A141","A152",1,"A172","A191","A201",2
550,"A14",42.000000,"A34","A41",7883.750000,"A65","A74",2,"A93","A101",1,"A124",35.000000,"A143","A153",2,"A173","A192","A201",1
551,"A14",12.000000,"A34","A45",996.000000,"A65","A74",4,"A92","A101",4,"A121",23.000000,"A143","A152",2,"A173","A191","A201",1
552,"A14",6.000000,"A31","A43",1750.000000,"A63","A75",2,"A93","A101",4,"A122",45.000000,"A141","A152",1,"A172","A191","A201",1
553,"A11",42.000000,"A32","A43",6999.000000,"A61","A74",1,"A94","A103",1,"A121",34.000000,"A143","A152",2,"A173","A192","A201",2
554,"A12",12.000000,"A34","A40",1995.000000,"A62","A72",4,"A93","A101",1,"A123",27.000000,"A143","A152",1,"A173","A191","A201",1
555,"A12",9.000000,"A32","A46",1199.000000,"A61","A74",4,"A92","A101",4,"A122",64.500000,"A143","A152",2,"A174","A192","A201",1
556,"A12",12.000000,"A32","A43",1331.000000,"A61","A72",2,"A93","A101",1,"A123",22.000000,"A142","A152",1,"A173","A191","A201",2
557,"A12",18.000000,"A30","A40",2278.000000,"A62","A72",3,"A92","A101",3,"A123",28.000000,"A143","A152",2,"A173","A191","A201",2
558,"A14",21.000000,"A30","A40",5003.000000,"A65","A73",1,"A92","A101",4,"A122",29.000000,"A141","A152",2,"A173","A192","A201",2
559,"A11",24.000000,"A31","A42",3552.000000,"A61","A74",3,"A93","A101",4,"A123",27.000000,"A141","A152",1,"A173","A191","A201",2
560,"A12",18.000000,"A34","A42",1928.000000,"A61","A72",2,"A93","A101",2,"A121",31.000000,"A143","A152",2,"A172","A191","A201",2
561,"A11",24.000000,"A32","A41",2964.000000,"A65","A75",4,"A93","A101",4,"A124",49.000000,"A141","A153",1,"A173","A192","A201",1
562,"A11",24.000000,"A31","A43",1546.000000,"A61","A74",4,"A93","A103",4,"A123",24.000000,"A141","A151",1,"A172","A191","A201",2
563,"A13",6.000000,"A33","A43",683.000000,"A61","A72",2,"A92","A101",1,"A122",29.000000,"A141","A152",1,"A173","A191","A201",1
564,"A12",36.000000,"A32","A40",7883.750000,"A65","A73",1,"A93","A101",4,"A124",37.000000,"A143","A153",1,"A173","A192","A201",2
565,"A12",24.000000,"A33","A49",4712.000000,"A65","A73",4,"A93","A101",2,"A122",37.000000,"A141","A152",2,"A174","A192","A201",1
566,"A12",24.000000,"A33","A43",1553.000000,"A62","A74",3,"A92","A101",2,"A122",23.000000,"A143","A151",2,"A173","A192","A201",1
567,"A11",12.000000,"A32","A40",1372.000000,"A61","A74",2,"A91","A101",3,"A123",36.000000,"A143","A152",1,"A173","A191","A201",2
568,"A14",24.000000,"A34","A43",2578.000000,"A64","A75",2,"A93","A101",2,"A123",34.000000,"A143","A152",1,"A173","A191","A201",1
569,"A12",42.000000,"A32","A43",3979.000000,"A65","A74",4,"A93","A101",1,"A123",41.000000,"A143","A152",2,"A173","A192","A201",1
570,"A11",42.000000,"A32","A43",6758.000000,"A61","A73",3,"A92","A101",2,"A123",31.000000,"A143","A152",1,"A173","A192","A201",2
571,"A11",24.000000,"A32","A42",3234.000000,"A61","A72",4,"A92","A101",4,"A121",23.000000,"A143","A151",1,"A172","A192","A201",2
572,"A14",30.000000,"A34","A43",5954.000000,"A61","A74",3,"A93","A102",2,"A123",38.000000,"A143","A152",1,"A173","A191","A201",1
573,"A14",24.000000,"A32","A41",5433.000000,"A65","A71",2,"A92","A101",4,"A122",26.000000,"A143","A151",1,"A174","A192","A201",1
574,"A11",15.000000,"A32","A49",806.000000,"A61","A73",4,"A92","A101",4,"A122",22.000000,"A143","A152",1,"A172","A191","A201",1
575,"A12",9.000000,"A32","A43",1082.000000,"A61","A75",4,"A93","A101",4,"A123",27.000000,"A143","A152",2,"A172","A191","A201",1
576,"A14",15.000000,"A34","A42",2788.000000,"A61","A74",2,"A92","A102",3,"A123",24.000000,"A141","A152",2,"A173","A191","A201",1
577,"A12",12.000000,"A32","A43",2930.000000,"A61","A74",2,"A92","A101",1,"A121",27.000000,"A143","A152",1,"A173","A191","A201",1
578,"A14",24.000000,"A34","A46",1927.000000,"A65","A73",3,"A92","A101",2,"A123",33.000000,"A143","A152",2,"A173","A192","A201",1
