id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,response
ID13086,63,M,TOWN,37414.7,NO,3,YES,YES,YES,NO,YES
ID13087,46,F,TOWN,17149.2,NO,1,YES,YES,YES,NO,NO
ID13088,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13089,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID13090,42,M,RURAL,20736.2,YES,1,YES,YES,YES,NO,NO
ID13091,55,M,RURAL,43499.5,YES,1,YES,YES,YES,NO,YES
ID13092,63,M,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,NO
ID13093,43,M,RURAL,26106.7,NO,1,NO,NO,YES,NO,NO
ID13094,43,M,SUBURBAN,15109.4,YES,0,NO,NO,YES,NO,NO
ID13095,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13096,63,M,SUBURBAN,48770.5,YES,1,YES,YES,NO,YES,NO
ID13097,58,F,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,NO
ID13098,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID13099,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,NO
ID13100,44,M,RURAL,32762.5,NO,0,NO,YES,YES,YES,YES
ID13101,63,M,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,NO
ID13102,46,F,TOWN,17149.2,NO,1,YES,YES,YES,NO,NO
ID13103,32,M,INNER_CITY,14627.9,YES,2,YES,YES,YES,NO,YES
ID13104,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID13105,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID13106,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID13107,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID13108,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID13109,40,M,TOWN,22197.1,NO,0,YES,NO,YES,NO,NO
ID13110,31,F,INNER_CITY,23171.8,NO,2,NO,YES,NO,NO,YES
ID13111,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13112,46,M,TOWN,16849.3,NO,0,YES,YES,YES,YES,YES
ID13113,35,M,INNER_CITY,20754.3,NO,0,NO,NO,NO,YES,NO
ID13114,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID13115,58,F,TOWN,33204.3,NO,1,NO,NO,NO,YES,NO
ID13116,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13117,58,F,TOWN,52662.5,YES,1,YES,YES,YES,YES,NO
ID13118,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID13119,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID13120,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID13121,23,F,SUBURBAN,21042,YES,1,NO,NO,YES,NO,NO
ID13122,39,M,INNER_CITY,34852.3,YES,1,NO,YES,NO,YES,NO
ID13123,40,F,INNER_CITY,31473.9,NO,2,NO,YES,YES,YES,NO
ID13124,66,F,RURAL,52769.9,YES,3,YES,YES,YES,NO,NO
ID13125,34,F,RURAL,19481.3,NO,0,NO,NO,YES,YES,NO
ID13126,58,F,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,NO
ID13127,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID13128,58,F,TOWN,33204.3,NO,1,NO,NO,NO,YES,NO
ID13129,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13130,56,F,TOWN,26542.8,NO,0,YES,YES,YES,NO,NO
ID13131,34,F,RURAL,19481.3,NO,0,NO,NO,YES,YES,NO
ID13132,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID13133,43,M,SUBURBAN,15109.4,YES,0,NO,NO,YES,NO,NO
ID13134,62,M,TOWN,45342.5,YES,0,YES,YES,NO,NO,NO
ID13135,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID13136,40,M,TOWN,22197.1,NO,0,YES,NO,YES,NO,NO
ID13137,39,M,RURAL,37389,YES,2,NO,YES,YES,NO,NO
ID13138,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13139,65,F,TOWN,42378.2,YES,1,NO,YES,YES,NO,NO
ID13140,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID13141,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID13142,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13143,31,F,TOWN,15976.3,YES,0,YES,YES,NO,NO,NO
ID13144,25,F,RURAL,14505.3,NO,3,NO,YES,YES,NO,YES
ID13145,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13146,53,F,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,NO
ID13147,66,M,TOWN,46963.9,YES,1,NO,YES,YES,NO,NO
ID13148,40,M,INNER_CITY,36256.9,NO,0,NO,NO,YES,YES,NO
ID13149,28,F,INNER_CITY,21184.7,YES,1,YES,YES,YES,NO,NO
ID13150,25,F,SUBURBAN,23287.9,NO,0,NO,NO,YES,YES,NO
ID13151,63,M,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,NO
ID13152,56,F,TOWN,26542.8,NO,0,YES,YES,YES,NO,NO
ID13153,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13154,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID13155,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID13156,23,F,SUBURBAN,21042,YES,1,NO,NO,YES,NO,NO
ID13157,60,M,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,NO
ID13158,37,M,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,NO
ID13159,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID13160,40,F,INNER_CITY,31473.9,NO,2,NO,YES,YES,YES,NO
ID13161,38,M,RURAL,26281.4,NO,0,YES,YES,YES,NO,NO
ID13162,22,F,INNER_CITY,15308.2,NO,0,YES,YES,YES,YES,YES
ID13163,46,M,TOWN,43395.5,NO,1,YES,YES,YES,NO,NO
ID13164,63,F,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,NO
ID13165,20,M,TOWN,17239.5,NO,1,YES,NO,YES,NO,NO
ID13166,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID13167,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13168,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID13169,53,M,RURAL,48971.6,YES,3,YES,YES,NO,NO,NO
ID13170,44,M,TOWN,26688.1,YES,1,NO,YES,NO,YES,NO
ID13171,59,M,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,NO
ID13172,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID13173,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,NO
ID13174,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID13175,61,F,TOWN,30760.4,NO,2,YES,NO,YES,NO,NO
ID13176,56,F,TOWN,26542.8,NO,0,YES,YES,YES,NO,NO
ID13177,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID13178,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13179,59,F,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,NO
ID13180,52,F,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,NO
ID13181,59,M,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,NO
ID13182,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID13183,33,F,SUBURBAN,27712.9,NO,2,NO,YES,YES,NO,NO
ID13184,42,M,RURAL,20736.2,YES,1,YES,YES,YES,NO,NO
ID13185,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID13186,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13187,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13188,67,F,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,NO
ID13189,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID13190,28,F,INNER_CITY,11920.7,NO,1,NO,YES,YES,NO,YES
ID13191,64,M,SUBURBAN,59175.1,YES,1,NO,YES,YES,NO,NO
ID13192,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID13193,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13194,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID13195,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID13196,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID13197,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,NO
ID13198,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13199,31,F,TOWN,15976.3,YES,0,YES,YES,NO,NO,NO
ID13200,40,M,INNER_CITY,16398.8,NO,1,NO,YES,YES,NO,NO
ID13201,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID13202,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID13203,48,M,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,NO
ID13204,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID13205,44,M,TOWN,26688.1,YES,1,NO,YES,NO,YES,NO
ID13206,23,F,RURAL,11215.3,YES,2,YES,YES,YES,NO,NO
ID13207,43,M,RURAL,26106.7,NO,1,NO,NO,YES,NO,NO
ID13208,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID13209,42,F,RURAL,28138.5,YES,0,NO,NO,YES,YES,NO
ID13210,43,F,TOWN,31273.8,NO,1,YES,YES,NO,NO,NO
ID13211,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID13212,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID13213,45,F,TOWN,37689.1,NO,1,NO,YES,YES,YES,NO
ID13214,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID13215,52,F,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,NO
ID13216,38,M,TOWN,33302.8,NO,0,YES,NO,YES,YES,NO
ID13217,46,F,INNER_CITY,32583.5,YES,2,YES,YES,YES,NO,YES
ID13218,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID13219,63,M,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,NO
ID13220,23,F,SUBURBAN,21042,YES,1,NO,NO,YES,NO,NO
ID13221,66,M,RURAL,48346.1,YES,1,YES,YES,NO,NO,NO
ID13222,64,M,SUBURBAN,59175.1,YES,1,NO,YES,YES,NO,NO
ID13223,21,F,RURAL,15797.1,YES,0,NO,YES,YES,NO,NO
ID13224,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID13225,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13226,60,M,SUBURBAN,37554.1,YES,2,YES,YES,YES,YES,NO
ID13227,53,M,INNER_CITY,38103.4,NO,2,YES,YES,YES,NO,NO
ID13228,20,M,TOWN,17239.5,NO,1,YES,NO,YES,NO,NO
ID13229,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID13230,19,M,INNER_CITY,10191.8,YES,0,NO,YES,YES,YES,NO
ID13231,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID13232,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID13233,28,M,TOWN,20555,NO,0,YES,YES,YES,NO,NO
ID13234,43,F,TOWN,31273.8,NO,1,YES,YES,NO,NO,NO
ID13235,63,M,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,NO
ID13236,67,F,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,NO
ID13237,61,F,TOWN,30760.4,NO,2,YES,NO,YES,NO,NO
ID13238,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13239,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID13240,61,F,RURAL,57176.4,NO,2,NO,YES,YES,NO,NO
ID13241,33,F,INNER_CITY,31207.1,NO,0,YES,NO,YES,YES,NO
ID13242,50,M,TOWN,40972.9,NO,2,YES,YES,YES,YES,NO
ID13243,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13244,29,M,INNER_CITY,14642.2,NO,0,YES,NO,YES,NO,NO
ID13245,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID13246,23,F,SUBURBAN,21042,YES,1,NO,NO,YES,NO,NO
ID13247,47,M,INNER_CITY,44682.1,YES,0,YES,YES,YES,NO,YES
ID13248,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID13249,39,F,INNER_CITY,27765.8,YES,3,YES,YES,NO,NO,YES
ID13250,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID13251,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID13252,35,M,INNER_CITY,20754.3,NO,0,NO,NO,NO,YES,NO
ID13253,61,M,INNER_CITY,21139.8,YES,2,YES,YES,NO,NO,YES
ID13254,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13255,31,F,TOWN,22678.1,NO,1,YES,YES,YES,YES,NO
ID13256,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13257,35,M,INNER_CITY,20754.3,NO,0,NO,NO,NO,YES,NO
ID13258,24,M,INNER_CITY,21268.4,YES,0,NO,NO,YES,YES,NO
ID13259,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID13260,29,M,INNER_CITY,14642.2,NO,0,YES,NO,YES,NO,NO
ID13261,25,F,SUBURBAN,23287.9,NO,0,NO,NO,YES,YES,NO
ID13262,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID13263,67,F,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,NO
ID13264,20,M,INNER_CITY,18184.6,YES,0,NO,NO,YES,YES,NO
ID13265,64,F,TOWN,51620.8,NO,2,YES,YES,YES,NO,NO
ID13266,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13267,47,M,SUBURBAN,36599,YES,3,YES,YES,YES,NO,NO
ID13268,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID13269,67,F,INNER_CITY,58092,NO,2,YES,YES,YES,NO,NO
ID13270,63,M,SUBURBAN,48770.5,YES,1,YES,YES,NO,YES,NO
ID13271,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID13272,21,F,RURAL,15797.1,YES,0,NO,YES,YES,NO,NO
ID13273,43,F,INNER_CITY,38784,YES,0,NO,YES,YES,NO,YES
ID13274,31,F,TOWN,22678.1,NO,1,YES,YES,YES,YES,NO
ID13275,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID13276,56,F,INNER_CITY,44288.3,YES,0,NO,YES,YES,NO,YES
ID13277,27,F,TOWN,14014.5,YES,3,NO,YES,NO,NO,YES
ID13278,19,M,RURAL,9592.7,NO,0,NO,YES,YES,NO,NO
ID13279,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID13280,63,F,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,NO
ID13281,58,F,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,NO
ID13282,21,F,RURAL,15797.1,YES,0,NO,YES,YES,NO,NO
ID13283,56,F,TOWN,26542.8,NO,0,YES,YES,YES,NO,NO
ID13284,58,F,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,NO
ID13285,63,M,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,NO
ID13286,61,M,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,NO
ID13287,18,M,INNER_CITY,6294.2,NO,0,NO,YES,YES,YES,YES
ID13288,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13289,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,NO
ID13290,65,F,TOWN,42378.2,YES,1,NO,YES,YES,NO,NO
ID13291,38,M,RURAL,26281.4,NO,0,YES,YES,YES,NO,NO
ID13292,64,F,TOWN,51620.8,NO,2,YES,YES,YES,NO,NO
ID13293,64,F,TOWN,51620.8,NO,2,YES,YES,YES,NO,NO
ID13294,24,F,TOWN,9465.2,NO,0,NO,NO,YES,NO,NO
ID13295,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID13296,18,F,RURAL,16109.9,NO,2,YES,YES,YES,NO,YES
ID13297,48,M,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,NO
ID13298,25,F,TOWN,11043.7,YES,1,YES,YES,NO,YES,YES
ID13299,60,M,INNER_CITY,22110.1,NO,2,YES,YES,YES,NO,YES
ID13300,59,M,INNER_CITY,30067.5,NO,1,NO,YES,YES,NO,NO
ID13301,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID13302,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID13303,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID13304,52,F,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,NO
ID13305,30,F,INNER_CITY,25830.5,YES,2,NO,NO,YES,NO,YES
ID13306,44,M,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,NO
ID13307,44,F,INNER_CITY,38453.7,NO,2,NO,YES,YES,NO,NO
ID13308,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID13309,26,F,INNER_CITY,16518.6,YES,0,YES,NO,YES,NO,NO
ID13310,38,M,RURAL,26281.4,NO,0,YES,YES,YES,NO,NO
ID13311,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13312,59,M,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,NO
ID13313,40,M,TOWN,22197.1,NO,0,YES,NO,YES,NO,NO
ID13314,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID13315,31,F,TOWN,15976.3,YES,0,YES,YES,NO,NO,NO
ID13316,40,M,INNER_CITY,16398.8,NO,1,NO,YES,YES,NO,NO
ID13317,48,M,TOWN,43057,NO,1,YES,YES,YES,NO,NO
ID13318,62,M,TOWN,45342.5,YES,0,YES,YES,NO,NO,NO
ID13319,27,F,TOWN,22007.1,NO,3,NO,NO,YES,NO,YES
ID13320,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID13321,27,M,INNER_CITY,17364.8,YES,2,YES,YES,NO,NO,NO
ID13322,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID13323,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID13324,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID13325,44,M,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,NO
ID13326,44,M,TOWN,26688.1,YES,1,NO,YES,NO,YES,NO
ID13327,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13328,58,F,INNER_CITY,33007.3,NO,1,YES,NO,YES,NO,NO
ID13329,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID13330,58,F,TOWN,33204.3,NO,1,NO,NO,NO,YES,NO
ID13331,40,M,INNER_CITY,36256.9,NO,0,NO,NO,YES,YES,NO
ID13332,39,M,RURAL,37389,YES,2,NO,YES,YES,NO,NO
ID13333,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID13334,24,F,INNER_CITY,13864.6,YES,3,NO,YES,YES,NO,NO
ID13335,56,F,INNER_CITY,28981.1,YES,3,YES,YES,YES,YES,YES
ID13336,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID13337,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13338,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID13339,21,F,RURAL,15797.1,YES,0,NO,YES,YES,NO,NO
ID13340,58,F,INNER_CITY,31671.3,YES,1,YES,YES,NO,YES,NO
ID13341,65,F,TOWN,42378.2,YES,1,NO,YES,YES,NO,NO
ID13342,41,M,INNER_CITY,23475.6,YES,0,YES,NO,YES,YES,NO
ID13343,59,F,RURAL,30971.8,YES,3,YES,YES,YES,YES,YES
ID13344,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID13345,47,M,SUBURBAN,36599,YES,3,YES,YES,YES,NO,NO
ID13346,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13347,57,F,TOWN,28421.7,YES,2,YES,YES,YES,YES,YES
ID13348,38,M,TOWN,26671.6,NO,0,YES,NO,YES,YES,NO
ID13349,64,F,INNER_CITY,49917.3,YES,0,YES,YES,YES,YES,YES
ID13350,20,M,INNER_CITY,18364.9,YES,1,NO,NO,YES,NO,NO
ID13351,66,M,INNER_CITY,36646.4,NO,1,NO,YES,YES,NO,NO
ID13352,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID13353,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13354,24,F,INNER_CITY,7756.3,NO,0,NO,NO,NO,NO,NO
ID13355,40,M,INNER_CITY,27417.6,YES,0,NO,YES,YES,YES,YES
ID13356,45,F,TOWN,37689.1,NO,1,NO,YES,YES,YES,NO
ID13357,38,M,TOWN,33302.8,NO,0,YES,NO,YES,YES,NO
ID13358,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13359,61,F,TOWN,27756.3,YES,0,YES,YES,NO,YES,NO
ID13360,41,M,INNER_CITY,23475.6,YES,0,YES,NO,YES,YES,NO
ID13361,64,F,INNER_CITY,31415.7,NO,1,YES,YES,NO,YES,NO
ID13362,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID13363,36,F,TOWN,26920.8,YES,0,NO,NO,YES,NO,YES
ID13364,40,F,TOWN,34836.8,YES,1,YES,YES,YES,NO,NO
ID13365,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID13366,51,M,TOWN,33615.4,YES,1,NO,YES,NO,YES,NO
ID13367,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13368,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13369,40,F,TOWN,34836.8,YES,1,YES,YES,YES,NO,NO
ID13370,59,F,INNER_CITY,29866.9,NO,1,YES,NO,YES,NO,NO
ID13371,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID13372,33,F,TOWN,29541.7,YES,0,NO,YES,NO,NO,YES
ID13373,47,M,INNER_CITY,23038.2,YES,0,YES,YES,NO,NO,YES
ID13374,26,F,INNER_CITY,16518.6,YES,0,YES,NO,YES,NO,NO
ID13375,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID13376,52,F,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,NO
ID13377,58,F,TOWN,38248.3,YES,3,YES,YES,NO,NO,YES
ID13378,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13379,32,M,TOWN,24027.6,NO,0,NO,YES,YES,NO,NO
ID13380,53,F,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,NO
ID13381,43,M,RURAL,26106.7,NO,1,NO,NO,YES,NO,NO
ID13382,19,M,RURAL,16625.9,YES,1,NO,NO,YES,NO,NO
ID13383,42,M,RURAL,20736.2,YES,1,YES,YES,YES,NO,NO
ID13384,40,M,INNER_CITY,29414.6,YES,1,NO,YES,NO,YES,NO
ID13385,27,F,INNER_CITY,15281.8,NO,0,YES,NO,NO,YES,NO
ID13386,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID13387,67,F,INNER_CITY,58092,NO,2,YES,YES,YES,NO,NO
ID13388,43,M,SUBURBAN,15109.4,YES,0,NO,NO,YES,NO,NO
ID13389,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID13390,49,M,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,NO
ID13391,47,M,SUBURBAN,36599,YES,3,YES,YES,YES,NO,NO
ID13392,27,F,INNER_CITY,18158.5,NO,1,YES,NO,YES,YES,NO
ID13393,62,M,TOWN,45342.5,YES,0,YES,YES,NO,NO,NO
ID13394,40,M,INNER_CITY,36256.9,NO,0,NO,NO,YES,YES,NO
ID13395,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID13396,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID13397,40,F,TOWN,34836.8,YES,1,YES,YES,YES,NO,NO
ID13398,63,M,SUBURBAN,48770.5,YES,1,YES,YES,NO,YES,NO
ID13399,28,M,TOWN,20555,NO,0,YES,YES,YES,NO,NO
ID13400,58,F,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,NO
ID13401,61,F,TOWN,27756.3,YES,0,YES,YES,NO,YES,NO
ID13402,65,M,SUBURBAN,51417,YES,2,NO,YES,YES,NO,NO
ID13403,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13404,43,F,TOWN,31273.8,NO,1,YES,YES,NO,NO,NO
ID13405,29,M,INNER_CITY,14642.2,NO,0,YES,NO,YES,NO,NO
ID13406,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13407,56,F,TOWN,26542.8,NO,0,YES,YES,YES,NO,NO
ID13408,59,F,INNER_CITY,27045.1,NO,0,NO,NO,YES,NO,NO
ID13409,39,M,RURAL,37389,YES,2,NO,YES,YES,NO,NO
ID13410,24,F,TOWN,19160.3,YES,1,YES,YES,YES,NO,NO
ID13411,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID13412,61,F,TOWN,27756.3,YES,0,YES,YES,NO,YES,NO
ID13413,27,F,TOWN,13950.4,NO,1,YES,YES,YES,YES,YES
ID13414,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID13415,43,F,TOWN,31273.8,NO,1,YES,YES,NO,NO,NO
ID13416,56,F,TOWN,51299.3,YES,1,YES,YES,NO,NO,NO
ID13417,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID13418,31,M,RURAL,22848.5,YES,1,YES,NO,NO,NO,NO
ID13419,63,M,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,NO
ID13420,60,M,SUBURBAN,50409.9,NO,2,NO,YES,YES,YES,NO
ID13421,61,F,TOWN,27756.3,YES,0,YES,YES,NO,YES,NO
ID13422,53,F,INNER_CITY,37850.6,NO,1,NO,YES,YES,NO,NO
ID13423,34,F,TOWN,16291,YES,0,YES,YES,NO,YES,YES
ID13424,46,F,TOWN,18912.2,YES,0,YES,NO,YES,NO,NO
ID13425,33,F,SUBURBAN,27712.9,NO,2,NO,YES,YES,NO,NO
ID13426,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID13427,63,F,TOWN,43943,YES,0,YES,YES,YES,YES,YES
ID13428,25,F,SUBURBAN,23287.9,NO,0,NO,NO,YES,YES,NO
ID13429,21,F,RURAL,15797.1,YES,0,NO,YES,YES,NO,NO
ID13430,28,F,INNER_CITY,21184.7,YES,1,YES,YES,YES,NO,NO
