StockCode,InvoiceNo
"22417",575607
"22417",561195
"22417",560711
"22417",550957
"22417",567656
"22417",544479
"22417",581146
"22417",543387
"22417",565579
"22417",574093
"22417",554994
"22417",542777
"22417",541223
"22417",576779
"22417",565122
"22417",574700
"22417",577485
"22417",573581
"22417",570693
"22417",558262
"22417",551398
"22417",559672
"22417",557217
"22417",546133
"22417",561794
"22417",548011
"22417",576779
"22417",547730
"22417",567899
"22417",546542
"22417",569238
"22417",547669
"22417",562680
"22417",558232
"22417",580399
"22417",550320
"22417",540350
"22417",573151
"22417",571318
"22417",541206
"22417",567475
"22417",557484
"22417",557956
"22417",557956
"22417",564256
"22417",567339
"22417",568703
"22417",552894
"22417",556671
"22417",578140
"22423",552051
"22423",545460
"22423",568706
"22423",536975
"22423",580669
"22423",549996
"22423",546521
"22423",566191
"22423",549242
"22423",549730
"22423",570818
"22423",562201
"22423",560862
"22423",569840
"22423",568310
"22423",578104
"22423",543354
"22423",573263
"22423",578031
"22423",577355
"22423",581059
"22423",563543
"22423",574720
"22423",538174
"22423",538951
"22423",538998
"22423",543056
"22423",567890
"22423",546785
"22423",578469
"22423",570388
"22423",573420
"22423",541849
"22423",575854
"22423",536732
"22423",569640
"22423",581179
"22423",559298
"22423",542220
"22423",577610
"22423",541604
"22423",541093
"22423",557064
"22423",558073
"22423",548260
"22423",553037
"22423",581425
"22423",559130
"22423",581098
"22423",563950
"22423",554682
"22423",545014
"22423",565093
"22423",563917
"22423",565150
"22423",574528
"22423",546920
"22423",551976
"22423",571546
"22423",562587
"22423",539395
"22423",538907
"22423",549903
"22423",580098
"22423",563623
"22423",537671
"22423",581021
"22423",570342
"22423",536985
"22423",577524
"22423",564059
"22423",561645
"22423",536562
"22423",540401
"22423",562276
"22423",544167
"22423",563917
"22423",540802
"22423",547883
"22423",570492
"22423",543251
"22423",577089
"22423",552336
"22423",547712
"22423",562374
"22423",538453
"22423",560036
"22423",542123
"22423",539587
"22423",547516
"22423",567183
"22423",560504
"22423",567280
"22423",554628
"22423",565289
"22423",572307
"22423",541859
"22423",579102
"22423",569246
"22423",552883
"22423",541238
"22423",560792
"22423",580695
"22423",538894
"22423",553347
"22423",539443
"22423",578270
"22423",568537
"22423",542219
"22423",537738
"22423",580753
"22423",544445
"22423",554109
"22423",561236
"22423",571377
"22423",549751
"22423",575515
"22423",571441
"22423",545035
"22423",561098
"22423",559702
"22423",548858
"22423",539444
"22423",548258
"22423",547882
"22423",549192
"22423",545426
"22423",579938
"22423",558159
"22423",565214
"22423",580505
"22423",536785
"22423",569724
"22423",542904
"22423",546486
"22423",580311
"22423",542922
"22423",564369
"22423",574328
"22423",570706
"22423",540239
"22423",576736
"22423",572127
"22423",581495
"22423",560041
"22423",558696
"22423",573130
"22423",541405
"22423",547209
"22423",570700
"22423",564670
"22423",570700
"22423",553189
"22423",563348
"22423",560579
"22423",551982
"22423",572087
"22423",538009
"22423",573287
"22423",562968
"22423",567656
"22423",564045
"22423",560927
"22423",566193
"22423",546739
"22423",552315
"22423",562891
"22423",541213
"22423",565201
"22423",573581
"22423",544336
"22423",566576
"22423",541213
"22423",569568
"22423",548011
"22423",574700
"22423",556953
"22423",543814
"22423",549273
"22423",563905
"22423",541977
"22423",541220
"22423",542268
"22423",560368
"22423",574741
"22423",580903
"22423",575063
"22423",553206
"22423",562560
"22423",577633
"22423",559134
"22423",553375
"22423",562670
"22423",548806
"22423",547419
"22423",561631
"22423",545661
"22423",570884
"22423",562202
"22423",563016
"22423",553158
"22423",564565
"22423",559863
"22423",554557
"22423",553834
"22423",574534
"22423",540413
"22423",552333
"22423",562347
"22423",537387
"22423",569143
"22423",556206
"22423",579634
"22423",571219
"22423",562935
"22423",549115
"22423",571658
"22423",553411
"22423",539722
"22423",573748
"22423",560790
"22423",544660
"22423",563076
"22423",544573
"22423",551258
"22423",575846
"22423",545032
"22423",567166
"22423",562158
"22423",562713
"22423",548372
"22423",556510
"22423",552694
"22423",544044
"22423",580961
"22423",564972
"22423",564373
"22423",544929
"22423",552231
"22423",561926
"22423",544694
"22423",554964
"22423",573266
"22423",560841
"22423",567179
"22423",543828
"22423",575504
"22423",539405
"22423",561466
"22423",553686
"22423",556434
"22423",555284
"22423",565230
"22423",552894
"22423",561798
"22423",563444
"22423",545842
"22423",561798
"22423",580727
"22423",554040
"22423",560997
"22423",553739
"22423",564079
"22423",555650
"22423",552235
"22423",573892
"22423",573584
"22423",551717
"22423",540187
"22423",566981
"22423",569893
"22423",564301
"22423",563558
"22423",567639
"22423",581449
"22423",570257
"22423",581449
"22423",560273
"22423",551950
"22423",561894
"22423",579284
"22423",565748
"22423",539831
"22423",540464
"22423",576899
"22423",544690
"22423",548974
"22423",564534
"22423",550186
"22423",561051
"22423",548210
"22423",538255
"22423",560854
"22423",546992
"22423",580665
"22423",549927
"22423",539002
"22423",569555
"22423",577718
"22423",543099
"22423",540014
"22423",566123
"22423",554827
"22423",555947
"22423",539465
"22423",552861
"22423",564256
"22423",536477
"22423",569570
"22423",572310
"22423",558075
"22423",537829
"22423",544036
"22423",577357
"22423",547730
"22423",554139
"22423",562219
"22423",572035
"22423",537365
"22423",544803
"22423",540992
"22423",563360
"22423",564199
"22423",537040
"22423",537955
"22423",552804
"22423",570680
"22423",537692
"22423",561870
"22423",549222
"22423",573511
"22423",578331
"22423",542237
"22423",540372
"22423",562032
"22423",542103
"22423",580774
"22423",540345
"22423",552728
"22423",546778
"22423",559295
"22423",561616
"22423",547205
"22423",537888
"22423",551341
"22423",542134
"22423",578289
"22423",544480
"22423",567697
"22423",550151
"22423",579910
"22423",552039
"22423",545447
"22423",578814
"22423",564378
"22423",554643
"22423",563356
"22423",546315
"22423",539391
"22423",538191
"22423",566537
"22423",580965
"22423",547106
"22423",563720
"22423",580128
"22423",573656
"22423",558880
"22423",557676
"22423",562701
"22423",552410
"22423",541114
"22423",552888
"22423",539442
"22423",560571
"22423",545022
"22423",573576
"22423",565851
"22423",548493
"22423",541812
"22423",543653
"22423",555015
"22423",558770
"22423",543602
"22423",577344
"22423",568346
"22423",537608
"22423",569651
"22423",554555
"22423",581279
"22423",552533
"22423",539473
"22423",538307
"22423",563738
"22423",560451
"22423",537052
"22423",568909
"22423",539754
"22423",578994
"22423",569367
"22423",545154
"22423",579870
"22423",563692
"22423",560925
"22423",569367
"22423",565321
"22423",562980
"22423",558103
"22423",551389
"22423",539275
"22423",548406
"22423",553946
"22423",564324
"22423",542526
"22423",541793
"22423",563137
"22423",537409
"22423",551171
"22423",540951
"22423",575607
"22423",548188
"22423",560580
"22423",554974
"22423",536804
"22423",543976
"22423",561381
"22423",539635
"22423",551181
"22423",540498
"22423",540568
"22423",556049
"22423",547201
"22423",552195
"22423",543555
"22423",571098
"22423",580873
"22423",563729
"22423",548740
"22423",539593
"22423",553220
"22423",578310
"22423",570019
"22423",538878
"22423",538641
"22423",547378
"22423",548533
"22423",537378
"22423",552259
"22423",576051
"22423",554059
"22423",559639
"22423",545692
"22423",562286
"22423",553709
"22423",548860
"22423",557801
"22423",579283
"22423",559369
"22423",577393
"22423",548726
"22423",549696
"22423",544602
"22423",556263
"22423",574088
"22423",555896
"22423",578293
"22423",581472
"22423",543673
"22423",549748
"22423",566559
"22423",572274
"22423",560729
"22423",581008
"22423",575959
"22423",551291
"22423",545058
"22423",543232
"22423",558351
"22423",551286
"22423",548673
"22423",548531
"22423",545461
"22423",553942
"22423",578305
"22423",540662
"22423",551811
"22423",540396
"22423",577174
"22423",560895
"22423",555634
"22423",540023
"22423",571281
"22423",553002
"22423",567426
"22423",572552
"22423",539295
"22423",555400
"22423",562534
"22423",581175
"22423",580304
"22423",578121
"22423",550968
"22423",557615
"22423",547097
"22423",548919
"22423",571286
"22423",559807
"22423",557572
"22423",537806
"22423",548521
"22423",559016
"22423",575185
"22423",579196
"22423",558540
"22423",568048
"22423",558873
"22423",537618
"22423",536947
"22423",571559
"22423",562888
"22423",544565
"22423",553901
"22423",557129
"22423",553050
"22423",571446
"22423",543626
"22424",547903
"22424",571913
"22424",542274
"22424",578075
"22424",562767
"22424",571411
"22424",565118
"22424",559401
"22424",559991
"22424",540179
"22424",555400
"22424",554098
"22424",576099
"22424",569580
"22424",540169
"22424",567852
"22424",552007
"22424",543602
"22424",568712
"22424",542673
"22424",553471
"22424",559302
"22424",537262
"22424",567853
"22424",561463
"22424",552333
"22424",560732
"22424",555587
"22424",553229
"22424",577736
"22424",545155
"22424",554628
"22424",569555
"22424",542065
"22424",545188
"22424",560276
"22424",556023
"22424",567899
"22424",575186
"22424",548735
"22424",550035
"22424",537765
"22424",554139
"22424",540640
"22424",581006
"22424",541979
"22424",557604
"22424",551811
"22424",560036
"22424",573496
"22424",571712
"22424",552108
"22424",544043
"22424",545721
"22424",579285
"22424",561897
"22424",580399
"22424",578510
"22424",544150
"22424",566043
"22424",567183
"22424",570973
"22424",575070
"22424",574559
"22424",555979
"22424",552410
"22424",565748
"22424",540954
"22424",545062
"22424",561321
"22424",561485
"22424",548708
"22424",544885
"22424",563194
"22424",581400
"22424",577774
"22424",580311
"22424",546634
"22424",567178
"22424",555570
"22424",566196
"22424",556778
"22424",551262
"22424",562776
"22424",564474
"22424",579301
"22424",548510
"22424",567473
"22424",560689
"22424",561818
"22424",550492
"22424",580140
"22424",542006
"22424",537225
"22424",553142
"22424",544657
"22424",557129
"22424",546685
"22424",576655
"22424",570342
"22424",562560
"22424",566123
"22424",539484
"22424",541670
"22424",556732
"22424",542888
"22424",556060
"22424",554113
"22424",580399
"22424",572306
"22424",563931
"22424",566213
"22424",543291
"22424",579106
"22424",558540
"22424",546541
"22424",552852
"22424",581114
"22424",580727
"22424",553739
"22424",573277
"22424",573879
"22424",538799
"22424",564231
"22424",558458
"22424",551033
"22424",572025
"22424",563543
"22424",537141
"22424",558888
"22427",540504
"22427",579170
"22427",550483
"22427",553901
"22427",550492
"22427",569651
"22427",555570
"22427",554139
"22427",562219
"22427",560711
"22427",547197
"22427",548859
"22427",556062
"22427",541585
"22427",563690
"22427",546432
"22427",569651
"22427",571411
"22427",545447
"22427",555630
"22427",557225
"22427",549321
"22427",559312
"22427",537041
"22427",555400
"22427",570016
"22427",558540
"22427",556778
"22427",565748
"22427",565741
"22427",560368
"22427",548952
"22427",547689
"22427",556434
"22427",547689
"22427",544657
"22427",549305
"22427",550447
"22427",550320
"22427",558443
"22427",542065
"22427",554368
"22427",563216
"22427",537743
"22427",571212
"22427",550764
"22427",550314
"22427",545062
"22427",553915
"22427",544485
"22427",560792
"22427",562809
"22427",557217
"22427",570342
"22427",560036
"22427",562256
"22427",569246
"22427",552036
"22427",569651
"22427",541670
"22427",556206
"22427",561889
"22427",557318
"22427",562727
"22427",570807
"22427",548612
"22427",544210
"22427",555479
"22427",549300
"22427",550823
"22427",545698
"22427",561818
"22427",558478
"22427",568726
"22427",545555
"22427",555633
"22427",542929
"22427",567183
"22427",560239
"22427",549720
"22427",563931
"22427",546541
"22427",552658
"22427",553219
"22427",552365
"22427",551870
"22427",554268
"22427",561512
"22427",567626
"22427",571937
"22427",560601
"22427",548757
"22427",557312
"22427",545699
"22427",563137
"22427",550301
"22427",540019
"22427",563913
"22427",562713
"22427",559172
"22427",556685
"22427",553390
"22427",560250
"22427",553207
"22427",548371
"22427",552558
"22427",570839
"22427",549304
"22427",545155
"22427",542406
"22427",553352
"22427",539298
"22427",548664
"22427",544895
"22427",557892
"22427",559513
"22427",549736
"22427",566453
"22427",561664
"22427",555110
"22427",543801
"22427",567099
"22427",559171
"22427",562460
"22427",554839
"22427",561463
"22427",551341
"22427",544301
"22457",561894
"22457",542932
"22457",575756
"22457",565995
"22457",574547
"22457",553686
"22457",566171
"22457",538849
"22457",559317
"22457",549543
"22457",564635
"22457",545690
"22457",545915
"22457",541214
"22457",553691
"22457",552532
"22457",558879
"22457",537126
"22457",565384
"22457",547709
"22457",567510
"22457",559733
"22457",565150
"22457",580673
"22457",562430
"22457",578696
"22457",548497
"22457",574994
"22457",573576
"22457",555543
"22457",556103
"22457",550336
"22457",537193
"22457",549833
"22457",553913
"22457",565141
"22457",553183
"22457",575751
"22457",576924
"22457",568346
"22457",545023
"22457",542360
"22457",539004
"22457",577055
"22457",551739
"22457",565117
"22457",549130
"22457",568343
"22457",550264
"22457",543630
"22457",545602
"22457",550320
"22457",573100
"22457",564166
"22457",579282
"22457",553832
"22457",564534
"22457",541489
"22457",546543
"22457",575140
"22457",548698
"22457",571848
"22457",566597
"22457",580696
"22457",565201
"22457",549597
"22457",578485
"22457",579553
"22457",573138
"22457",540413
"22457",580500
"22457",551440
"22457",544676
"22457",543977
"22457",560120
"22457",556475
"22457",543355
"22457",567428
"22457",558113
"22457",576665
"22457",541489
"22457",544105
"22457",566566
"22457",561794
"22457",550657
"22457",566975
"22457",541213
"22457",552186
"22457",562518
"22457",568883
"22457",558636
"22457",544210
"22457",544151
"22457",571913
"22457",551470
"22457",553351
"22457",565317
"22457",566035
"22457",558922
"22457",552235
"22457",557619
"22457",542929
"22457",555418
"22457",541950
"22457",572307
"22457",574700
"22457",538995
"22457",572127
"22457",552880
"22457",555491
"22457",570016
"22457",581122
"22457",569246
"22457",563619
"22457",563246
"22457",576381
"22457",561806
"22457",544970
"22457",577156
"22457",568165
"22457",542422
"22457",550773
"22457",575656
"22457",542647
"22457",579558
"22457",540467
"22457",574280
"22457",559125
"22457",557964
"22457",578270
"22457",573078
"22457",540546
"22457",576864
"22457",560892
"22457",569367
"22457",580524
"22457",545231
"22457",567145
"22457",545638
"22457",581477
"22457",557764
"22457",561098
"22457",574738
"22457",549289
"22457",581291
"22457",581098
"22457",563924
"22457",542902
"22457",537608
"22457",569132
"22457",551250
"22457",564976
"22457",568517
"22457",571441
"22457",546983
"22457",539831
"22457",576857
"22457",540261
"22457",545859
"22457",541684
"22457",571409
"22457",559112
"22457",544450
"22457",546422
"22457",557953
"22457",569726
"22457",575965
"22457",573266
"22457",568712
"22457",563738
"22457",547921
"22457",548492
"22457",565091
"22457",547108
"22457",569403
"22457",540350
"22457",546986
"22457",543396
"22457",539593
"22457",556484
"22457",561360
"22457",580136
"22457",561192
"22457",539030
"22457",552574
"22457",547068
"22457",552949
"22457",570119
"22457",542228
"22457",544788
"22457",566932
"22457",557954
"22457",573544
"22457",541432
"22457",540257
"22457",550495
"22457",575976
"22457",546466
"22457",548952
"22457",570964
"22457",575512
"22457",571212
"22457",548178
"22457",581129
"22457",580727
"22457",579899
"22457",540268
"22457",556197
"22457",550006
"22457",549953
"22457",563622
"22457",546640
"22457",566669
"22457",580607
"22457",579301
"22457",537818
"22457",556783
"22457",549522
"22457",559068
"22457",576339
"22457",541593
"22457",558232
"22457",538504
"22457",547516
"22457",542993
"22457",567379
"22457",575604
"22457",579843
"22457",571654
"22457",577438
"22457",580112
"22457",562604
"22457",571098
"22457",562980
"22457",542526
"22457",547201
"22457",570488
"22457",561471
"22457",578699
"22457",540991
"22457",559818
"22457",575637
"22457",544495
"22457",548664
"22457",568894
"22457",557636
"22457",542134
"22457",572552
"22457",571098
"22457",537806
"22457",567656
"22457",551558
"22457",560841
"22457",565235
"22457",544658
"22457",562771
"22457",559146
"22457",536634
"22457",568187
"22457",574920
"22457",579196
"22457",558085
"22457",561870
"22457",543264
"22457",569630
"22457",548617
"22457",565383
"22457",580615
"22457",575607
"22467",569672
"22467",580295
"22467",559909
"22467",542647
"22467",577690
"22467",560711
"22467",547822
"22467",578510
"22467",543788
"22467",563189
"22467",563833
"22467",573002
"22467",543981
"22467",567656
"22467",554113
"22467",557032
"22467",547651
"22467",544803
"22467",575607
"22467",558909
"22467",546556
"22467",580695
"22467",564139
"22467",538558
"22467",547705
"22467",581146
"22467",547796
"22467",574534
"22467",557070
"22467",550189
"22467",579069
"22467",548196
"22467",574882
"22467",548406
"22467",559549
"22467",573496
"22467",558535
"22467",570096
"22467",558876
"22467",547883
"22467",573865
"22467",574327
"22467",566281
"22467",556245
"22467",576236
"22467",571098
"22467",567165
"22467",573130
"22467",573876
"22467",562161
"22467",554942
"22467",558877
"22467",561529
"22467",566296
"22467",557214
"22467",561485
"22467",562286
"22467",560041
"22467",554105
"22467",562460
"22467",555110
"22467",558311
"22467",545188
"22467",538191
"22467",555540
"22467",540691
"22467",544301
"22467",575070
"22467",575959
"22467",546107
"22467",567473
"22467",577736
"22467",569719
"22467",580873
"22467",553156
"22467",576860
"22467",556244
"22467",550359
"22467",549104
"22467",562932
"22467",565117
"22467",579516
"22467",563216
"22467",563016
"22467",553315
"22467",567183
"22467",578289
"22467",546526
"22467",558707
"22467",558707
"22467",541711
"22467",540698
"22467",555562
"22467",578678
"22467",548743
"22467",555934
"22467",544647
"22467",578018
"22467",563178
"22467",560925
"22467",560364
"22467",550468
"22467",570197
"22467",560853
"22467",581175
"22467",562984
"22467",547063
"22467",540566
"22467",576559
"22467",573035
"22467",577485
"22467",574720
"22467",549690
"22467",546540
"22467",568517
"22467",537614
"22467",549837
"22467",580541
"22467",550006
"22467",576339
"22467",564077
"22467",580256
"22467",580256
"22467",573584
"22467",573416
"22467",565766
"22467",567280
"22467",575604
"22467",580753
"22467",568227
"22467",580644
"22467",574056
"22467",542148
"22467",557263
"22467",540939
"22467",560716
"22467",537618
"22467",580118
"22467",554098
"22467",559139
"22467",537156
"22467",541253
"22467",558540
"22467",568533
"22467",573576
"22467",554520
"22467",576362
"22467",563076
"22467",581476
"22467",571411
"22467",580632
"22467",564141
"22467",541849
"22467",566063
"22467",568049
"22467",569078
"22467",541488
"22467",548737
"22467",579692
"22467",541849
"22467",570342
"22467",566717
"22467",569491
"22467",566091
"22467",545838
"22467",562789
"22467",536783
"22467",577174
"22467",578677
"22467",560551
"22467",568793
"22467",542891
"22467",577030
"22467",555286
"22467",537689
"22467",553503
"22467",554994
"22467",541206
"22467",574547
"22467",566420
"22467",566085
"22467",574559
"22467",560895
"22467",577549
"22467",568538
"22467",544295
"22467",537865
"22467",571779
"22467",571779
"22467",579520
"22467",574062
"22467",580653
"22467",572306
"22467",555401
"22467",564195
"22467",577157
"22467",547896
"22467",549911
"22467",560580
"22467",564356
"22467",547419
"22467",545412
"22467",578852
"22467",571913
"22467",564965
"22467",569653
"22467",545062
"22467",578852
"22467",575731
"22467",570680
"22467",553683
"22467",571441
"22467",565967
"22467",575731
"22467",541986
"22467",541789
"22467",580956
"22467",555570
"22467",549847
"22467",545589
"22467",570116
"22467",554839
"22467",571212
"22467",556056
"22467",578518
"22467",561897
"22467",540648
"22467",575731
"22467",579284
"22467",561295
"22467",561113
"22467",571712
"22467",539831
"22467",556905
"22467",550006
"22467",544167
"22467",556905
"22467",553937
"22467",573544
"22469",568590
"22469",537142
"22469",574363
"22469",579558
"22469",543165
"22469",579605
"22469",581334
"22469",567095
"22469",554666
"22469",555815
"22469",581334
"22469",573264
"22469",566198
"22469",555543
"22469",540358
"22469",538209
"22469",567428
"22469",539078
"22469",561659
"22469",545462
"22469",570674
"22469",562456
"22469",545322
"22469",569965
"22469",573100
"22469",572303
"22469",574293
"22469",540413
"22469",580292
"22469",540179
"22469",541486
"22469",557745
"22469",573576
"22469",540940
"22469",567387
"22469",559700
"22469",568703
"22469",580502
"22469",537046
"22469",571498
"22469",581477
"22469",541789
"22469",571715
"22469",573151
"22469",540172
"22469",579251
"22469",543529
"22469",554995
"22469",538366
"22469",568346
"22469",542360
"22469",554845
"22469",566867
"22469",575070
"22469",544298
"22469",553913
"22469",538012
"22469",575735
"22469",562430
"22469",574720
"22469",578834
"22469",571441
"22469",542927
"22469",561584
"22469",572237
"22469",566019
"22469",540689
"22469",575731
"22469",576665
"22469",554055
"22469",555947
"22469",554367
"22469",572475
"22469",544970
"22469",553655
"22469",538064
"22469",577107
"22469",561818
"22469",541848
"22469",556732
"22469",581404
"22469",561869
"22469",541302
"22469",541509
"22469",555535
"22469",556257
"22469",545894
"22469",580833
"22469",566245
"22469",562519
"22469",559668
"22469",542103
"22469",542612
"22469",571442
"22469",571846
"22469",541005
"22469",543114
"22469",569236
"22469",537238
"22469",568712
"22469",560368
"22469",545186
"22469",559001
"22469",579196
"22469",574938
"22469",555420
"22469",541875
"22469",578121
"22469",555207
"22469",544945
"22469",540467
"22469",555015
"22469",538800
"22469",543264
"22469",544210
"22469",579103
"22469",554392
"22469",569630
"22469",545334
"22469",554108
"22469",562518
"22469",568883
"22469",544105
"22469",579518
"22469",537456
"22469",545995
"22469",563034
"22469",558524
"22469",536782
"22469",540504
"22469",555979
"22469",539442
"22469",571846
"22469",550462
"22469",541489
"22469",568060
"22469",561366
"22469",544460
"22469",580112
"22469",538504
"22469",554079
"22469",568387
"22469",567384
"22469",567379
"22469",573748
"22469",566079
"22469",538169
"22469",542929
"22469",542791
"22469",564842
"22469",555545
"22469",539030
"22469",560859
"22469",541596
"22469",575751
"22469",553897
"22469",580317
"22469",558740
"22469",573394
"22469",577312
"22469",541864
"22469",565584
"22469",541847
"22469",542228
"22469",560841
"22469",564322
"22469",577539
"22469",554105
"22469",559824
"22469",542123
"22469",558195
"22469",539761
"22469",561512
"22469",573877
"22469",575842
"22469",553749
"22469",565388
"22469",537054
"22469",568875
"22469",565432
"22469",556935
"22469",573548
"22469",567798
"22469",558104
"22469",572669
"22469",570108
"22469",559549
"22469",575087
"22469",567816
"22469",563690
"22469",546067
"22469",540163
"22469",558761
"22469",557040
"22469",544885
"22469",578106
"22469",577549
"22469",555284
"22469",580136
"22469",554628
"22469",564034
"22469",577778
"22469",565207
"22469",544037
"22469",567683
"22469",538917
"22469",541972
"22469",555566
"22469",580188
"22469",580482
"22469",543054
"22469",565150
"22469",569488
"22469",577728
"22469",568662
"22469",571937
"22469",569046
"22469",567165
"22469",537761
"22469",571409
"22469",558619
"22469",562593
"22469",577479
"22469",568912
"22469",560239
"22469",565118
"22469",581404
"22469",580032
"22469",578817
"22469",543474
"22469",545688
"22469",577258
"22469",569362
"22469",540261
"22469",542149
"22469",577690
"22469",544112
"22469",556039
"22469",544177
"22469",540098
"22469",566913
"22469",559171
"22469",559927
"22469",555844
"22469",541285
"22469",572933
"22469",543602
"22469",555736
"22469",569343
"22469",543355
"22469",545657
"22469",538365
"22469",541854
"22469",538507
"22469",554119
"22469",541251
"22469",567656
"22469",540531
"22469",542526
"22469",573500
"22469",567656
"22469",560601
"22469",540543
"22469",567898
"22469",555412
"22469",562156
"22469",553895
"22469",569207
"22469",563369
"22469",577022
"22469",537612
"22469",556882
"22469",546079
"22469",572196
"22469",562276
"22469",554098
"22469",567818
"22469",566275
"22470",570674
"22470",542409
"22470",542360
"22470",538354
"22470",580615
"22470",570218
"22470",562518
"22470",566194
"22470",555207
"22470",537955
"22470",558922
"22470",538951
"22470",574528
"22470",568726
"22470",562809
"22470",553655
"22470",537634
"22470",571081
"22470",561818
"22470",561869
"22470",580833
"22470",575117
"22470",575063
"22470",554098
"22470",560601
"22470",577258
"22470",578817
"22470",568662
"22470",579559
"22470",565207
"22470",565207
"22470",564139
"22470",562593
"22470",540531
"22470",553895
"22470",542506
"22470",577690
"22470",556497
"22470",575766
"22470",570116
"22470",544460
"22470",540467
"22470",538800
"22470",538836
"22470",553416
"22470",542927
"22470",575756
"22470",573576
"22470",568046
"22470",543309
"22470",541972
"22470",569488
"22470",560125
"22470",555631
"22470",537126
"22470",576301
"22470",565150
"22470",543529
"22470",537046
"22470",540940
"22470",556475
"22470",537612
"22470",574352
"22470",569255
"22470",569257
"22470",556484
"22470",539761
"22470",572552
"22470",544210
"22470",565122
"22470",537047
"22470",567095
"22470",580727
"22470",571442
"22470",541302
"22470",566091
"22470",561616
"22470",555844
"22470",569528
"22470",537193
"22470",573138
"22470",562456
"22470",563194
"22470",563533
"22470",571441
"22470",540098
"22470",562939
"22470",574048
"22470",545995
"22470",536989
"22470",580112
"22470",559068
"22470",573394
"22470",578289
"22470",540530
"22470",537608
"22470",544191
"22470",562767
"22470",566019
"22470",539030
"22470",567798
"22470",555543
"22470",543592
"22470",558863
"22470",567509
"22470",556768
"22470",537238
"22470",560368
"22470",544298
"22470",579558
"22470",554090
"22470",555979
"22470",575607
"22470",544112
"22470",565118
"22470",555979
"22470",579399
"22470",563935
"22470",557604
"22470",553833
"22470",575731
"22470",543165
"22470",538507
"22470",543907
"22470",538169
"22470",542520
"22470",559549
"22470",567167
"22470",566912
"22470",543355
"22470",542791
"22470",545186
"22470",545688
"22470",541789
"22470",574547
"22470",545085
"22470",540943
"22470",574700
"22470",572669
"22470",571286
"22470",542612
"22470",545868
"22470",536557
"22470",556732
"22470",575959
"22470",543033
"22470",577539
"22470",563543
"22470",574720
"22470",537629
"22470",540179
"22470",568060
"22470",557954
"22470",541253
"22470",539455
"22470",560394
"22470",579447
"22470",577778
"22470",563137
"22470",567818
"22470",544970
"22470",555351
"22470",573748
"22470",545338
"22470",536837
"22470",561512
"22470",556882
"22470",568187
"22470",581191
"22470",538917
"22470",540543
"22470",546079
"22470",561659
"22470",574293
"22470",579251
"22470",554845
"22470",581164
"22470",540689
"22470",554358
"22470",567387
"22470",559700
"22470",567513
"22470",567384
"22470",537456
"22470",537465
"22470",543354
"22470",544968
"22470",542219
"22470",540268
"22470",558195
"22470",580317
"22470",555420
"22470",538207
"22470",569630
"22470",544945
"22470",538353
"22470",538995
"22470",553749
"22470",540640
"22470",538209
"22470",538012
"22470",580907
"22470",560239
"22470",543555
"22470",577057
"22470",546104
"22470",573264
"22470",578071
"22470",577022
"22470",543474
"22470",565388
"22470",557745
"22470",544087
"22470",540504
"22470",554108
"22470",554105
"22470",556283
"22470",581404
"22470",579442
"22470",537674
"22470",573548
"22470",576378
"22470",569652
"22470",562163
"22470",571715
"22470",557896
"22470",580128
"22470",568564
"22470",564059
"22470",578031
"22470",538665
"22470",556257
"22470",579196
"22470",553897
"22470",542890
"22470",567428
"22507",557070
"22507",579196
"22507",576339
"22507",547709
"22507",567381
"22507",581164
"22507",568668
"22507",581113
"22507",544167
"22507",541206
"22507",541489
"22507",577601
"22507",573892
"22507",580501
"22507",579558
"22507",537041
"22507",569228
"22507",560299
"22507",566296
"22507",543276
"22507",567475
"22507",577106
"22507",550447
"22507",544672
"22507",571286
"22507",575846
"22507",540401
"22507",547362
"22507",539761
"22507",556484
"22507",551527
"22507",555015
"22507",564079
"22507",567183
"22507",580105
"22507",555844
"22507",580089
"22507",567798
"22507",580482
"22507",560997
"22507",562779
"22507",547812
"22507",580402
"22507",565366
"22507",557954
"22507",558031
"22507",562789
"22507",563656
"22507",551662
"22507",572913
"22507",554079
"22507",548984
"22507",542526
"22507",563444
"22507",543047
"22507",560646
"22507",548698
"22507",556882
"22507",554261
"22507",581474
"22507",556910
"22507",577326
"22507",549289
"22507",565420
"22507",570028
"22507",561894
"22507",581034
"22507",564189
"22507",540543
"22507",548792
"22507",554098
"22507",553061
"22507",540060
"22507",543454
"22507",568060
"22507",547063
"22507",560648
"22507",540019
"22507",545188
"22507",567818
"22507",541789
"22507",547370
"22507",564304
"22507",544391
"22507",571442
"22507",569469
"22507",572035
"22507",570167
"22507",549732
"22507",560782
"22507",545460
"22507",566194
"22507",540179
"22507",541417
"22507",543379
"22507",540172
"22507",580632
"22507",566193
"22507",557850
"22507",560716
"22507",573496
"22507",537659
"22507",568712
"22507",578231
"22507",544892
"22507",554994
"22507",573374
"22507",557263
"22507",568141
"22507",539049
"22507",543673
"22507",566198
"22507",550711
"22507",558991
"22507",567378
"22507",561192
"22507",547108
"22507",556726
"22507",556723
"22507",552699
"22507",573748
"22551",559145
"22551",545657
"22551",579605
"22551",580753
"22551",569568
"22551",557263
"22551",541711
"22551",548258
"22551",553556
"22551",553044
"22551",560368
"22551",540455
"22551",569555
"22551",572294
"22551",567183
"22551",560545
"22551",575637
"22551",537894
"22551",566016
"22551",554157
"22551",578757
"22551",553202
