Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
812,6.0100 ,3.3860 ,5.2960 ,2.0820 ,virginica
813,6.5240 ,2.9980 ,5.5520 ,2.0210 ,virginica
814,4.8520 ,3.5690 ,1.3820 ,0.1890 ,setosa
815,5.9610 ,3.0050 ,4.2950 ,1.3430 ,versicolor
816,6.2270 ,3.1170 ,5.6500 ,2.0850 ,virginica
817,6.1050 ,2.6920 ,4.3210 ,1.2660 ,versicolor
818,6.1810 ,3.1040 ,5.6460 ,2.0550 ,virginica
819,4.9770 ,3.2570 ,1.3930 ,0.3220 ,setosa
820,6.6810 ,2.9110 ,5.6240 ,2.1080 ,virginica
821,5.0000 ,3.0000 ,1.6000 ,0.2000 ,setosa
822,5.6160 ,2.4220 ,3.6470 ,1.5750 ,versicolor
823,6.6020 ,3.2540 ,5.1680 ,1.6310 ,versicolor
824,5.0520 ,3.2620 ,1.4460 ,0.2800 ,setosa
825,6.8490 ,2.7810 ,5.2760 ,2.2890 ,virginica
826,5.7970 ,2.7370 ,4.0410 ,1.4040 ,versicolor
827,6.3130 ,3.3470 ,5.6520 ,1.7930 ,virginica
828,5.5000 ,3.5000 ,1.3000 ,0.2000 ,setosa
829,5.0210 ,3.3930 ,1.4580 ,0.2290 ,setosa
830,6.6480 ,2.9880 ,5.5800 ,1.9520 ,virginica
831,7.3200 ,2.8110 ,5.5420 ,2.2150 ,virginica
832,5.1420 ,3.1380 ,1.4740 ,0.1960 ,setosa
833,5.8940 ,2.7920 ,4.2730 ,1.3230 ,versicolor
834,5.8160 ,2.7680 ,5.8040 ,2.0110 ,virginica
835,6.8390 ,3.0090 ,5.4410 ,2.0350 ,virginica
836,6.5140 ,2.8080 ,5.4510 ,2.1440 ,virginica
837,5.1360 ,3.2660 ,1.3770 ,0.2570 ,setosa
838,6.2620 ,2.8400 ,4.0710 ,1.1490 ,versicolor
839,4.9890 ,3.3960 ,1.7720 ,0.1200 ,setosa
840,5.6960 ,2.7080 ,5.0810 ,2.0570 ,virginica
841,4.6460 ,3.1160 ,1.4160 ,0.1400 ,setosa
842,6.6880 ,3.0100 ,5.4430 ,2.1020 ,virginica
843,7.1410 ,2.6910 ,5.8010 ,2.2620 ,virginica
844,5.1990 ,3.3930 ,1.4580 ,0.2350 ,setosa
845,5.4420 ,3.0590 ,3.7610 ,1.1260 ,versicolor
846,5.0000 ,3.3280 ,1.4330 ,0.2340 ,setosa
847,5.8770 ,2.7090 ,3.6770 ,1.4120 ,versicolor
848,5.6040 ,2.8820 ,4.5180 ,1.4610 ,versicolor
849,5.8330 ,2.9960 ,4.3170 ,1.3510 ,versicolor
850,6.5520 ,3.2380 ,5.7370 ,2.2790 ,virginica
851,5.4490 ,3.0170 ,1.4270 ,0.1160 ,setosa
852,7.1990 ,2.8070 ,5.6670 ,1.8040 ,virginica
853,6.2470 ,2.7660 ,5.3380 ,2.0510 ,virginica
854,6.0100 ,2.4680 ,4.6260 ,1.3290 ,versicolor
855,6.4200 ,2.6890 ,5.5740 ,1.8920 ,virginica
856,5.1000 ,3.5000 ,1.4000 ,0.3000 ,setosa
857,6.4570 ,2.6920 ,5.5990 ,1.9600 ,virginica
858,5.9050 ,2.5870 ,4.5050 ,1.1110 ,versicolor
859,4.9270 ,3.2610 ,1.5030 ,0.2390 ,setosa
860,5.8660 ,2.8330 ,4.4190 ,1.4040 ,versicolor
861,4.8640 ,3.5480 ,1.3890 ,0.2240 ,setosa
862,5.0000 ,3.5000 ,1.6000 ,0.6000 ,setosa
863,6.1210 ,2.8790 ,5.3880 ,1.9040 ,virginica
864,4.7280 ,3.1730 ,1.4630 ,0.2770 ,setosa
865,5.1890 ,3.0460 ,1.1150 ,0.2440 ,setosa
866,6.3000 ,3.4000 ,5.6000 ,2.4000 ,virginica
867,6.5720 ,2.9630 ,5.5470 ,2.0470 ,virginica
868,4.9040 ,3.4180 ,1.5280 ,0.2160 ,setosa
869,5.8520 ,2.7100 ,4.1480 ,1.3900 ,versicolor
870,4.8930 ,3.3690 ,1.4050 ,0.3030 ,setosa
871,4.3550 ,3.0210 ,1.2400 ,0.1950 ,setosa
872,6.0220 ,3.1560 ,5.4280 ,2.2050 ,virginica
873,5.8970 ,2.4470 ,4.2560 ,1.3090 ,versicolor
874,5.4000 ,3.7000 ,1.5000 ,0.2000 ,setosa
875,6.0950 ,3.0100 ,5.6790 ,1.9080 ,virginica
876,5.0000 ,3.4060 ,1.4670 ,0.2380 ,setosa
877,6.0320 ,2.7050 ,4.3220 ,1.3490 ,versicolor
878,4.9930 ,3.5200 ,1.6470 ,0.2230 ,setosa
879,4.9840 ,3.4070 ,1.4530 ,0.2440 ,setosa
880,4.7000 ,3.2000 ,1.3000 ,0.2000 ,setosa
881,5.8850 ,3.0210 ,3.6860 ,1.0480 ,versicolor
882,4.9880 ,3.9290 ,1.2140 ,0.2480 ,setosa
883,4.7570 ,3.4740 ,1.3740 ,0.2540 ,setosa
884,5.7240 ,2.8840 ,4.5680 ,1.3030 ,versicolor
885,5.7900 ,2.7180 ,3.9940 ,1.3790 ,versicolor
886,5.5350 ,3.4070 ,1.3770 ,0.3440 ,setosa
887,6.9820 ,2.8260 ,5.6220 ,1.9330 ,virginica
888,5.3060 ,3.8310 ,1.5010 ,0.2360 ,setosa
889,6.9120 ,3.0080 ,5.6660 ,2.0010 ,virginica
890,4.9870 ,3.4000 ,1.4610 ,0.2490 ,setosa
891,6.6350 ,2.9720 ,5.6020 ,2.0470 ,virginica
892,6.6210 ,2.8550 ,5.6330 ,1.8420 ,virginica
893,7.1680 ,2.7340 ,6.0650 ,2.3780 ,virginica
894,5.0270 ,3.1890 ,1.5590 ,0.2450 ,setosa
895,4.8940 ,3.4100 ,1.4070 ,0.2550 ,setosa
896,4.9350 ,3.1480 ,1.5440 ,0.2260 ,setosa
897,5.6370 ,2.7000 ,4.4650 ,1.3080 ,versicolor
898,6.3940 ,2.8220 ,4.2900 ,1.5000 ,versicolor
899,6.0340 ,2.8430 ,4.3230 ,1.3840 ,versicolor
900,4.9630 ,3.6970 ,1.2940 ,0.2830 ,setosa
